station_name;location
Aiserey;POINT(5.15835094095337 47.1706431962207)
Saulon;POINT(5.10417354616058 47.2246434744111)
Ouges;POINT(5.07311878678425 47.2556198213543)
Chaugey;POINT(5.25510848021935 47.0870289580982)
Longecourt;POINT(5.13510254139712 47.1932583423289)
Louhans;POINT(5.21737923828108 46.6308488715436)
Mervans;POINT(5.17940745121606 46.7988939415626)
Mennetou-sur-Cher;POINT(1.87625723528457 47.2690196036572)
Chissay-en-Touraine;POINT(1.1340242316775 47.3348900812861)
Fismes;POINT(3.6821763838128 49.310869459553)
Magneux - Courlandon;POINT(3.7340271420194 49.3099089665547)
Breuil - Romain;POINT(3.76694141403412 49.3083686246631)
Jonchery-sur-Vesle;POINT(3.81898980160325 49.2904315179165)
Muizon;POINT(3.89165452494579 49.278108423478)
Champagnole;POINT(5.91011506972628 46.7494291025801)
Champagnole Paul-Émile Victor;POINT(5.91987077371318 46.7424979370005)
La Chaux-des-Crotenay;POINT(5.94378392657977 46.6545191526317)
La Chaumusse - Fort-du-Plasne;POINT(5.96148972083223 46.6049896875914)
Saint-Laurent-en-Grandvaux;POINT(5.95119502767478 46.5747895931801)
Morbier;POINT(6.01784103861289 46.5392650602335)
Morez;POINT(6.02343754283373 46.5260401174761)
Saint-Claude;POINT(5.85960280129321 46.3890471432821)
Holzgerlingen Bahnhof;POINT(9.00694921432532 48.6375232934918)
Holzgerlingen-Nord;POINT(9.00853923237843 48.6445572608321)
Böblingen Zimmerschlag;POINT(9.03522817947334 48.6704587302727)
Böblingen Heusteigstr.;POINT(9.02576891953024 48.6756314954366)
Böblingen Süd;POINT(9.01050654285093 48.677233046698)
Böblingen Danziger Str.;POINT(8.99720249349126 48.6789591060486)
Böblingen;POINT(9.00412850433279 48.6877604957504)
Weil im Schönbuch Röte;POINT(9.04989766806505 48.6209524953192)
Weil im Schönbuch Untere Halde;POINT(9.0627974755468 48.6204418074486)
Dettenhausen;POINT(9.09343900989238 48.6067047407627)
Holzgerlingen-Buch;POINT(9.02477178956473 48.626694409077)
Weil im Schönbuch Troppel;POINT(9.04272012894394 48.6202161530227)
Heimerdingen;POINT(8.98543456326766 48.8514733354229)
Hemmingen;POINT(9.03169780040625 48.8677851299753)
Schwieberdingen;POINT(9.07139435281702 48.87058005976)
Münchingen;POINT(9.0962148041207 48.8552385221858)
Münchingen Rührberg;POINT(9.095855478007 48.8497945737621)
Korntal-Gymnasium;POINT(9.11234854662573 48.8310583762084)
Korntal;POINT(9.12117000271702 48.8264161081466)
Rudersberg-Oberndorf;POINT(9.54261461832035 48.8913214765556)
Rudersberg Nord;POINT(9.53416147149561 48.8876121652424)
Rudersberg;POINT(9.53071194080411 48.8818645518634)
Schlechtbach (D);POINT(9.52636409482837 48.8725476439563)
Michelau(Württ);POINT(9.53557182649187 48.8617101987539)
Miedelsbach-Steinenberg;POINT(9.53912915501748 48.8436228675443)
Haubersbronn-Mitte;POINT(9.54900163999133 48.8308750591296)
Haubersbronn (D);POINT(9.55007063517958 48.8243284257621)
Schorndorf-Hammerschlag;POINT(9.53456571337352 48.8076060870393)
Schorndorf;POINT(9.52631019591131 48.8071505367407)
Neuffen;POINT(9.37408168784323 48.558556925454)
Linsenhofen;POINT(9.37153047243598 48.5798671887859)
Frickenhausen-Kelterstrasse;POINT(9.36447869745466 48.5920548797624)
Frickenhausen;POINT(9.3580108274081 48.5953701837366)
Nürtingen-Rossdorf;POINT(9.34571289116679 48.6085757673566)
Nürtingen Vorstadt;POINT(9.34007147118173 48.6203349186358)
Nürtingen;POINT(9.34264963604751 48.6279947104047)
Friedrichshafen Fähre;POINT(9.48421514169161 47.6510131744151)
Romanshorn Autoquai;POINT(9.38109753021318 47.5646602807385)
Zug Bahnhofsteg (See);POINT(8.51333394878577 47.1700996792117)
Cham (See);POINT(8.46346846735736 47.1786670585123)
Walchwil (See);POINT(8.51248953241858 47.0996763973132)
Arth am See (Schiff);POINT(8.52232608478106 47.0647112590512)
Immensee (See);POINT(8.46410627120917 47.0965331653549)
Risch (See);POINT(8.46797801008426 47.1338302584693)
Buonas (See);POINT(8.45852773329401 47.142226292413)
Oberwil bei Zug (See);POINT(8.50679421351647 47.1490081464622)
Interlaken West (See);POINT(7.85072761197413 46.6822097259485)
Hilterfingen (See);POINT(7.65745507856892 46.7350610242144)
Hünibach (See);POINT(7.64266880899025 46.7435690634339)
Thun (See);POINT(7.63132308695024 46.7541068278116)
Neuhaus (Unterseen) (See);POINT(7.81581908002839 46.678326996774)
Beatushöhlen-Sundlauenen;POINT(7.78992065038362 46.685001420671)
Beatenbucht (See);POINT(7.74601998244259 46.6866036527019)
Merligen (See);POINT(7.73717157689278 46.6963700777732)
Faulensee (See);POINT(7.70357458526203 46.6759972253382)
Spiez Schiffstation;POINT(7.68988426033014 46.6884769714256)
Gunten (See);POINT(7.70031370078022 46.712473118909)
Oberhofen am Thunersee;POINT(7.66748926029393 46.7303631740923)
Reichenau (See);POINT(9.05422754773511 47.689740205923)
Iznang (See);POINT(8.95926663903762 47.7160680854053)
Radolfzell (Bodensee);POINT(8.96932777022116 47.7351029261676)
Mannenbach (See);POINT(9.04843341415173 47.6744935818563)
Einigen (See);POINT(7.64719631802284 46.7097567605755)
Gwatt Deltapark (See);POINT(7.63583262967715 46.7204982043479)
Leissigen (See);POINT(7.77050805709109 46.6554378786346)
Sils/Segl Maria Barchiröls;POINT(9.75419481721848 46.4240630302314)
Chastè;POINT(9.74945171251766 46.4284964831228)
Plaun da Lej (See);POINT(9.72657162222796 46.4209110965394)
Isola (See);POINT(9.73217710960164 46.4097075628351)
Maloja (See);POINT(9.70472459451513 46.4081714650458)
Unterägeri (See);POINT(8.58933142183286 47.1380467731109)
Oberägeri (See);POINT(8.60812417757926 47.1335613679347)
Oberägeri Ländli (See);POINT(8.62997120529208 47.1295461816443)
Eierhals (See);POINT(8.64087675284281 47.1161478116962)
Morgarten Denkmal (See);POINT(8.64129896102641 47.1061640772436)
Morgarten Hotel (See);POINT(8.64003233647562 47.1037977860558)
Naas (See);POINT(8.62139229432755 47.1143627376475)
Interlaken Ost (See);POINT(7.86918799106536 46.6916935053105)
Bönigen;POINT(7.89805984430098 46.6893951203646)
Ringgenberg (See);POINT(7.89841018726184 46.7013727609353)
Niederried (See);POINT(7.93231260608923 46.7177514560296)
Iseltwald (See);POINT(7.9625498985569 46.7118202198632)
Giessbach See;POINT(8.01946715496663 46.7348270649527)
Brienz (See);POINT(8.03839465800567 46.7537990952071)
Oberried am Brienzersee (See);POINT(7.9627834605308 46.7365878913095)
Le Pont (lac);POINT(6.32505588267169 46.6676079835486)
Le Lieu Roche Fendue (lac);POINT(6.28464966118637 46.6448315010951)
Le Rocheray (lac);POINT(6.2517264060188 46.6228042928446)
Les Bioux (lac);POINT(6.27283681519855 46.6241369130353)
Eglisau bei der Kirche;POINT(8.52604511005783 47.5749516148764)
Tössegg;POINT(8.55582426173054 47.5516568529098)
Rüdlingen (Schiffstation);POINT(8.5725778417817 47.5756606606025)
Ellikon am Rhein;POINT(8.59673353977504 47.6057226339625)
Rheinfall Schlössli Wörth;POINT(8.61138506206106 47.6781771293119)
Buchberg (Fähre);POINT(8.55843835920769 47.5534938964951)
Nack Fährensteg;POINT(8.5954130163072 47.6064373195405)
Morcote (lago);POINT(8.91714463535939 45.9227407335712)
Brusino Arsizio Funivia (lago);POINT(8.93450906980384 45.9244466652608)
Melide Swissminiatur (lago);POINT(8.9547121805465 45.9527961908407)
Campione (lago);POINT(8.97039676540941 45.9689385703877)
Paradiso (lago);POINT(8.94675310712809 45.9932650208387)
Lugano Centrale (lago);POINT(8.9515590938988 46.0029688967376)
Bissone (lago);POINT(8.96428822147654 45.9498232321891)
Porto Ceresio (lago);POINT(8.90066953304634 45.903934516515)
Maroggia (lago);POINT(8.96828572449143 45.9357307381599)
Brusino Arsizio (lago);POINT(8.93798554995386 45.929932785891)
Ponte Tresa (lago);POINT(8.8598141539189 45.9673963489491)
Capolago (lago);POINT(8.9808711216237 45.9061660958004)
Ponte Tresa (Italia) (lago);POINT(8.85883499025907 45.9653545565388)
Lausanne-Ouchy (lac);POINT(6.62760847040526 46.5050775504434)
St-Gingolph (Suisse) (lac);POINT(6.80588812171643 46.3933905075261)
Vevey-Marché (lac);POINT(6.84054512538259 46.4589079226319)
Montreux (lac);POINT(6.90950878975405 46.4345392683314)
Bouveret (lac);POINT(6.85187288111691 46.3868288581652)
Pully (lac);POINT(6.661205462036 46.5053434195191)
Lutry (lac);POINT(6.68400470395013 46.501262495171)
Cully (lac);POINT(6.73161541401509 46.4874716513257)
Rivaz-St-Saphorin (lac);POINT(6.7841039760735 46.4736401906751)
Villeneuve VD (lac);POINT(6.92470828436346 46.3986194346946)
Vevey-La Tour (lac);POINT(6.85013014946548 46.4573051381222)
Clarens (lac);POINT(6.89599812787901 46.439801394055)
Territet (lac);POINT(6.92231876570737 46.4257039451891)
Château-de-Chillon (lac);POINT(6.92927172600743 46.4128291766654)
Genève-Mt-Blanc (lac);POINT(6.14855489562331 46.2073332615593)
Hermance (lac);POINT(6.24154849384831 46.3016356067686)
Yvoire (F) (lac);POINT(6.3243821462085 46.3710256159762)
Nyon (lac);POINT(6.24356072008502 46.3822928660868)
Coppet (lac);POINT(6.19289573805363 46.3149895413756)
Versoix (lac);POINT(6.16972818687296 46.2775133247648)
Genève-Pâquis (lac);POINT(6.15098933004362 46.2087195900245)
Genève-Jardin-Anglais (lac);POINT(6.15062102077708 46.2050516493012)
Céligny (lac);POINT(6.20842760931822 46.3483415224714)
Genève-Eaux-Vives (lac);POINT(6.16235301838931 46.2093847665972)
Nernier (F) (lac);POINT(6.30281359623379 46.3655770853713)
St-Sulpice VD (lac);POINT(6.56122297089958 46.5085832079711)
Morges (lac);POINT(6.50043397561475 46.5084100943875)
St-Prex (lac);POINT(6.46190523307351 46.4787500753909)
Rolle (lac);POINT(6.33728195369026 46.454990609286)
Corsier GE (lac);POINT(6.21085306058568 46.2665163469027)
Anières (lac);POINT(6.22124656842439 46.2783639307086)
Bellevue GE (lac);POINT(6.15603786194107 46.2551631148011)
Neuchâtel (bateau);POINT(6.93332312793937 46.9909622161791)
Cudrefin;POINT(7.01398285731169 46.9592673568839)
Portalban;POINT(6.95301419897001 46.9257439155522)
Hauterive NE débarcadère;POINT(6.97036965026162 47.0056846467065)
St-Blaise (bateau);POINT(6.9828113169484 47.010125698725)
Neuchâtel-Serrières (bateau);POINT(6.90381347085194 46.9801705434586)
Auvernier (bateau);POINT(6.88155321810835 46.9738391503517)
Yverdon-les-Bains (bateau);POINT(6.64067895779102 46.7871224773217)
Grandson (bateau);POINT(6.64287983023742 46.8059777195849)
Estavayer-le-Lac (bateau);POINT(6.83835323608903 46.8522084193377)
Gorgier-Chez-le-Bart;POINT(6.787382826861 46.8999645593822)
St-Aubin NE (bateau);POINT(6.77496810963274 46.889786861199)
Vaumarcus débarcadère;POINT(6.76105320587979 46.8774765095075)
Concise (bateau);POINT(6.72063800124163 46.8476067993376)
Murten/Morat (Schiff/bateau);POINT(7.11664232799516 46.9306394258157)
Sugiez (bateau);POINT(7.1141539946578 46.9641475413241)
Trois-Lacs (camping);POINT(7.09321426538206 46.9756840964071)
La Sauge (bateau);POINT(7.05402975268331 46.9757453892035)
Môtier (Vully);POINT(7.08406043263561 46.946850308078)
Praz;POINT(7.09727465046685 46.9516580406107)
Vallamand;POINT(7.03746481884184 46.9244555490121)
Faoug débarcadère;POINT(7.07688289351449 46.9101280523761)
Cortaillod (bateau);POINT(6.8541546019389 46.9388160158313)
Bevaix (bateau);POINT(6.82233627457095 46.9221241403179)
Chevroux;POINT(6.89665389803651 46.8997374544997)
Biel/Bienne (Schiff/bateau);POINT(7.23528282758534 47.131208517762)
La Tène;POINT(7.02293906069561 47.0048637773515)
Thielle-Wavre;POINT(7.03307205710189 47.0196803655232)
Le Landeron débarcadère;POINT(7.07618220759278 47.0512169990026)
Erlach (Schiff);POINT(7.09742736406517 47.0492767270988)
La Neuveville (bateau);POINT(7.09348375996733 47.0613823802583)
St. Petersinsel Nord;POINT(7.13689035450203 47.0680338112931)
Ligerz (Schiff);POINT(7.13545305004724 47.08334669229)
Twann (Schiff);POINT(7.15697668425774 47.093408095177)
Magadino (lago);POINT(8.85465782418733 46.1477316020259)
Locarno (lago);POINT(8.80117213216342 46.1701442288257)
Tenero (lago);POINT(8.84344684943996 46.1738456026086)
Treib;POINT(8.58566629547314 46.9872242911057)
Brunnen (See);POINT(8.60526753497536 46.9933335183608)
Luzern Bahnhofquai;POINT(8.31016198094818 47.0511680340183)
Hertenstein (See);POINT(8.40344304006413 47.0268881076467)
Weggis;POINT(8.43322219173684 47.0314192399649)
Flüelen (See);POINT(8.62392554342912 46.9026958805853)
Verkehrshaus-Lido;POINT(8.33487463441774 47.0511068277247)
Isleten-Isenthal;POINT(8.59575437611521 46.9198294442705)
Bauen (See);POINT(8.58045606682452 46.9351909900667)
Rütli;POINT(8.59329299223638 46.9703329644978)
Gersau (See);POINT(8.52605409321067 46.9906558387133)
Beckenried (See);POINT(8.4756047068475 46.9669736757386)
Vitznau;POINT(8.48238698724354 47.0093600264443)
Tellsplatte;POINT(8.61257083823627 46.9340439341888)
Sisikon (See);POINT(8.61917345557547 46.9481994602853)
Kehrsiten-Bürgenstock;POINT(8.38242246241281 47.0029892075027)
Ennetbürgen (See);POINT(8.42115781746944 46.9878493394008)
Buochs (See);POINT(8.42638601242374 46.9753592434131)
Stansstad (See);POINT(8.33618617473274 46.9806424565812)
Alpnachstad (See);POINT(8.27876586176383 46.9556743738006)
Hergiswil (See);POINT(8.312452684923 46.9844666378446)
Kehrsiten Dorf;POINT(8.36574973073723 47.0003426439683)
Kastanienbaum (See);POINT(8.3410460604205 47.0080920490087)
Küssnacht am Rigi (See);POINT(8.43883666226337 47.0799822734483)
Greppen;POINT(8.42683517006586 47.0561867110617)
Meggen (See);POINT(8.37930530837648 47.0446552905194)
Merlischachen (See);POINT(8.40740461046765 47.0638729396728)
Tribschen;POINT(8.33074238411022 47.0420230350978)
Seeburg;POINT(8.34472016993307 47.0456653075382)
Hermitage;POINT(8.34970581976062 47.0425250101074)
Meggenhorn;POINT(8.35424231194606 47.033709152399)
S. Rocco (lago);POINT(8.9799817894923 45.9851636335109)
Gandria (lago);POINT(9.00395782442878 46.0055459102403)
Isole di Brissago;POINT(8.734714767435 46.132587646307)
Ascona (lago);POINT(8.7687249840965 46.153792996324)
Brissago (lago);POINT(8.71094534501389 46.1182116633989)
S. Nazzaro (lago);POINT(8.80425335358837 46.1332724197814)
Porto Ronco (lago);POINT(8.72670179509954 46.1405055977275)
Vira (Gambarogno) (lago);POINT(8.84130885906346 46.1448064604572)
Gerra (Gambarogno) (lago);POINT(8.78872148232379 46.1247308178057)
Rapperswil SG (See);POINT(8.8135509167803 47.2257110843362)
Pfäffikon SZ (See);POINT(8.77512997207316 47.2079432572548)
Insel Ufenau;POINT(8.7766391417507 47.2180360158592)
Altendorf Seestatt;POINT(8.83247841981934 47.1948942696714)
Lachen SZ (See);POINT(8.85022912983601 47.193655120384)
Schmerikon (See);POINT(8.94031218654006 47.2245763667833)
Richterswil (See);POINT(8.70728920180701 47.2090966382401)
Wädenswil (See);POINT(8.67534511029928 47.2301399107413)
Stäfa (See);POINT(8.71844627763733 47.2387097978627)
Männedorf (See);POINT(8.68908933414822 47.2527906803382)
Halbinsel Au;POINT(8.64865616320437 47.2504187193485)
Horgen (See);POINT(8.59752405722517 47.261887293675)
Oberrieden (See);POINT(8.58183947236226 47.2786070837043)
Thalwil (See);POINT(8.56805033274911 47.2966802133626)
Zürich Bürkliplatz (See);POINT(8.5410020595405 47.3656619912465)
Meilen (See);POINT(8.64032878051943 47.2675505483071)
Herrliberg (See);POINT(8.60977707770227 47.2834824402845)
Erlenbach ZH (See);POINT(8.58930447237433 47.3030281073303)
Küsnacht ZH (See);POINT(8.57830011014234 47.3189980349967)
Uerikon (See);POINT(8.75816977950663 47.2334948358996)
Zürich Wollishofen (See);POINT(8.53665421356476 47.3454699490061)
Kilchberg ZH (See);POINT(8.55178184295144 47.3225543717011)
Rüschlikon (See);POINT(8.55838446029063 47.3097711482299)
Zürichhorn (See);POINT(8.5531293158778 47.3526214202206)
Küsnacht ZH Heslibach;POINT(8.58439068776952 47.3084006811109)
Zürich Tiefenbrunnen (See);POINT(8.56058533273703 47.3498644146043)
Zollikon (See);POINT(8.56742151205014 47.339072365239)
Zürich Landesmuseum (See);POINT(8.54157698132242 47.3790460655592)
Zürich Bellevue (See);POINT(8.54485583210991 47.3654429508751)
Zürich Limmatquai;POINT(8.54263699335783 47.3730175688688)
Zürich Storchen;POINT(8.54196325689465 47.371028196226)
Meilen Autoquai;POINT(8.63847825103388 47.2679772490834)
Horgen Autoquai;POINT(8.60453989959512 47.2592109054983)
Rapperswil SG Hochschule (See);POINT(8.81636264361999 47.2223251616809)
Meersburg (Bodensee);POINT(9.27226663352695 47.6920259082029)
Kreuzlingen Hafen (See);POINT(9.18264171761787 47.6525865284288)
Langenargen Hafen;POINT(9.53991068931478 47.5951526267703)
Arbon (See);POINT(9.44032345690342 47.5126454077243)
Lindau Hafen;POINT(9.68226671240901 47.5437804807741)
Wasserburg Hafen (Bodensee);POINT(9.63021832483988 47.5656604107477)
Rorschach Hafen (See);POINT(9.49343185650796 47.4788994410585)
Mainau (Bodensee);POINT(9.20071582113687 47.7058468300365)
Horn (See);POINT(9.46295201891355 47.4966369856434)
Romanshorn (See);POINT(9.37997463610787 47.5655634292798)
Konstanz Hafen;POINT(9.17953354673438 47.6598656993764)
Uttwil (See);POINT(9.34535356505309 47.5864345499975)
Altnau (See);POINT(9.26908659742072 47.6231327447614)
Bottighofen (See);POINT(9.21189984642572 47.6447374408886)
Bregenz Hafen;POINT(9.74829288580099 47.5061164058366)
Hagnau (Bodensee);POINT(9.31411914261991 47.6735197269995)
Immenstaad (Bodensee);POINT(9.36703889601475 47.6623281650515)
Güttingen (See);POINT(9.29601808964238 47.6128690503237)
Rheineck Schifflände;POINT(9.5907733007087 47.4685467375058)
Altenrhein Schifflände;POINT(9.56117381209285 47.4975170294987)
Staad SG Hafenmole;POINT(9.53213127895322 47.4821718069248)
Vitznau, Station;POINT(8.48335716775053 47.0093477755986)
Cantine di Gandria (lago);POINT(9.01697441289749 45.9983636681301)
Caprino (lago);POINT(8.98474286049879 45.9875916775652)
Cassarate (lago);POINT(8.96983082678033 46.0051403349611)
Grotto Pescatori (lago);POINT(8.99340261983891 45.9900383391606)
Museo doganale svizzero (lago);POINT(9.02108869689933 45.9994245271268)
Grotto Elvezia (lago);POINT(8.9932948220048 46.0039485503964)
Castagnola Heleneum (lago);POINT(8.98331453919684 46.0005914485312)
Sarnen Seefeld;POINT(8.24313867759069 46.8875705924298)
Sarnen Kurhaus (See);POINT(8.23318534424126 46.88781002754)
Wilen Waldheim;POINT(8.22148029608755 46.8756650223649)
Sachseln Schiffstation;POINT(8.23783861741365 46.87108383626)
Giswil Zollhaus;POINT(8.2025707593542 46.8456284116198)
Giswil Camping;POINT(8.1891948447718 46.8534555194703)
Porlezza (lago);POINT(9.11879845036661 46.0338976088021)
Oria (lago);POINT(9.03267696406608 46.0212237947819)
Gandria Confine (lago);POINT(9.01972325766728 46.0150355229084)
Cima (lago);POINT(9.09004337811794 46.024167971309)
Osteno (lago);POINT(9.08125785463803 46.0073678425042)
S. Mamete (lago);POINT(9.05359872703614 46.0241991587805)
Caslano (lago);POINT(8.88393391930087 45.969837659429)
Figino (lago);POINT(8.90419092896058 45.9481930338069)
Unteruhldingen (Bodensee);POINT(9.22593153116562 47.7228730844611)
Überlingen Hafen;POINT(9.16075875729367 47.7658098824035)
Dingelsdorf (Bodensee);POINT(9.15780330000851 47.7409932528913)
Friedrichshafen Hafen (See);POINT(9.48320004542042 47.6503414588404)
Kressbronn Hafen;POINT(9.59964865571704 47.5864709035759)
Nonnenhorn Hafen;POINT(9.60534397461915 47.5744425504853)
Murg West (See);POINT(9.21116322789264 47.1132256387117)
Quinten;POINT(9.21600514727471 47.1289044571111)
Quinten Au;POINT(9.22943496077417 47.1294911769877)
Murg Ost (See);POINT(9.21788262621878 47.1147784451719)
Genève-Molard (lac);POINT(6.14864472715174 46.2046661904618)
Genève-Quai Gustave Ador (lac);POINT(6.15546294015916 46.2049521763112)
Genève-Port Noir (lac);POINT(6.17051870432309 46.2114610603435)
Genève-De-Châteaubriand (lac);POINT(6.15185171271649 46.2177143331464)
Engelberg-Wingreis;POINT(7.1775391211141 47.102152937708)
